alpha_state_code,numeric_state_code,county_number,county_name,resident_code,region,district,resident_office,
TN,41,55,GILES,,26,4,,
TN,41,57,GRAINGER,,10,4,,
TN,41,59,GREENE,,10,4,,
TN,41,61,GRUNDY,,10,4,,
TN,41,63,HAMBLEN,,10,4,,
TN,41,65,HAMILTON,,10,4,,
TN,41,67,HANCOCK,,10,4,,
TN,41,69,HARDEMAN,,26,4,,
TN,41,71,HARDIN,,26,4,,
TN,41,73,HAWKINS,,10,4,,
TN,41,75,HAYWOOD,,26,4,,
TN,41,77,HENDERSON,,26,4,,
TN,41,79,HENRY,,26,4,,
TN,41,81,HICKMAN,N,26,4,NASHVILLE,
TN,41,83,HOUSTON,N,26,4,NASHVILLE,
TN,41,85,HUMPHREYS,N,26,4,NASHVILLE,
TN,41,87,JACKSON,,10,4,,
TN,41,89,JEFFERSON,,10,4,,
TN,41,91,JOHNSON,,10,4,,
TN,41,93,KNOX,,10,4,,
TN,41,95,LAKE,,26,4,,
TN,41,97,LAUDERDALE,,26,4,,
TN,41,99,LAWRENCE,,26,4,,
TN,41,101,LEWIS,N,26,4,NASHVILLE,
TN,41,103,LINCOLN,,26,4,,
TN,41,105,LOUDON,,10,4,,
TN,41,107,MCMINN,,10,4,,
TN,41,109,MCNAIRY,,26,4,,
TN,41,111,MACON,N,26,4,NASHVILLE,
TN,41,113,MADISON,,26,4,,
TN,41,115,MARION,,10,4,,
TN,41,117,MARSHALL,N,26,4,NASHVILLE,
TN,41,119,MAURY,N,26,4,NASHVILLE,
TN,41,121,MEIGS,,10,4,,
TN,41,123,MONROE,,10,4,,
TN,41,125,MONTGOMERY,N,26,4,NASHVILLE,
TN,41,127,MOORE,,26,4,,
TN,41,129,MORGAN,,10,4,,
TN,41,131,OBION,,26,4,,
TN,41,133,OVERTON,,10,4,,
TN,41,135,PERRY,,26,4,,
TN,41,137,PICKETT,,10,4,,
TN,41,139,POLK,,10,4,,
TN,41,141,PUTNAM,,10,4,,
TN,41,143,RHEA,,10,4,,
TN,41,145,ROANE,,10,4,,
TN,41,147,ROBERTSON,N,26,4,NASHVILLE,
TN,41,149,RUTHERFORD,N,26,4,NASHVILLE,
TN,41,151,SCOTT,,10,4,,
TN,41,153,SEQUATCHIE,,10,4,,
TN,41,155,SEDlER,,10,4,,
TN,41,157,SHELBY,,26,4,,
TN,41,159,SMITH,N,26,4,NASHVILLE,
TN,41,161,STEWART,N,26,4,NASHVILLE,
TN,41,163,SULLIVAN,,5,4,,
TN,41,165,SUMNER,N,26,4,NASHVILLE,
TN,41,167,TIPTON,,26,4,,
TN,41,169,TROUSDALE,N,26,4,NASHVILLE,
TN,41,171,UNICOI,,10,4,,
TN,41,173,UNION,,10,4,,
TN,41,175,VAN BUREN,,10,4,,
TN,41,177,WARREN,,10,4,,
TN,41,179,WASHINGTON,,10,4,,
TN,41,181,WAYNE,,26,4,,
TN,41,183,WEAKLEY,,26,4,,
TN,41,185,WHITE,,10,4,,
TN,41,187,WILLIAMSON,N,26,4,NASHVILLE,
TN,41,189,WILSON,N,26,4,NASHVILLE,
TX,42,1,ANDERSON,,16,5,,
TX,42,3,ANDREWS,,16,5,,
TX,42,5,ANGELINA,,16,5,,
TX,42,7,ARANSAS,H,23,5,HOUSTON,
TX,42,9,ARCHER,,16,5,,
TX,42,11,ARMSTRONG,,16,5,,
TX,42,13,ATASCOSA,S,23,5,SAN ANTONIO,
TX,42,15,AUSTIN,H,23,5,HOUSTON,
TX,42,17,BAILEY,,16,5,,
TX,42,19,BANDERA,S,23,5,SAN ANTONIO,
TX,42,21,BASTROP,H,23,5,HOUSTON,
TX,42,23,BAYLOR,,16,5,,
TX,42,25,BEE,S,23,5,SAN ANTONIO,
TX,42,27,BELL,,16,5,,
TX,42,29,BEXAR,S,23,5,SAN ANTONIO,
TX,42,31,BLANCO,S,23,5,SAN ANTONIO,
TX,42,33,BORDEN,,16,5,,
TX,42,35,BOSQUE,,16,5,,
TX,42,37,BOWIE,,16,5,,
TX,42,39,BRAZORIA,,,,HOUSTON,
TX,42,41,BRAZOS,,,,HOUSTON,
TX,42,43,BREWSTER,,16,5,,
TX,42,45,BRISCOE,,16,5,,
TX,42,47,BROOKS,H,23,5,HOUSTON,
TX,42,49,BROWN,,16,5,,
TX,42,51,BURLESON,H,23,5,HOUSTON,
TX,42,53,BURNET,,16,5,,
TX,42,55,CALDWELL,S,23,5,SAN ANTONIO,
TX,42,57,CALHOUN,H,23,5,HOUSTON,
TX,42,59,CALLAHAN,,16,5,,
TX,42,61,CAMERON,H,23,5,HOUSTON,
TX,42,63,CAMP,,16,5,,
TX,42,65,CARSON,,16,5,,
TX,42,67,CASS,,16,5,,
TX,42,69,CASTRO,,16,5,,
TX,42,71,CHAMBERS,H,23,5,HOUSTON,
TX,42,73,CHEROKEE,,16,5,,
TX,42,75,CHILDRESS,,16,5,,
TX,42,77,CLAY,,16,5,,
TX,42,79,COCHRAN,,16,5,,
TX,42,81,COKE,,16,5,,
TX,42,83,COLEMAN,,16,5,,
TX,42,85,COLLIN,,16,5,,
TX,42,87,COLLINGSWORTH,,16,5,,
TX,42,89,COLORADO,H,23,5,HOUSTON,
TX,42,91,COMAL,S,23,5,SAN ANTONIO,
TX,42,93,COMANCHE,,16,5,,
TX,42,95,CONCHO,,16,5,,
TX,42,97,COOKE,,16,5,,
TX,42,99,CORYELL,,16,5,,
TX,42,101,COTTLE,,16,5,,
TX,42,103,CRANE,,16,5,,
TX,42,105,CROCKETT,,16,5,,
TX,42,107,CROSBY,,16,5,,
TX,42,109,CULBERSON,E,28,5,EL PASO,
TX,42,111,DALLAM,,16,5,,
TX,42,113,DALLAS,,16,5,,
TX,42,115,DAWSON,,16,5,,
TX,42,117,DEAFSMITH,,16,,,
TX,42,119,DELTA,,16,5,,
TX,42,121,DENTON,,16,5,,
TX,42,123,DEWITT,H,23,5,HOUSTON,
TX,42,125,DICKENS,,16,5,,
TX,42,127,DIMMIT,S,23,5,SAN ANTONIO,
TX,42,129,DONLEY,,16,5,,
TX,42,131,DUVAL,S,23,5,SAN ANTONIO,
TX,42,133,EASTLAND,,16,5,,
TX,42,135,ECTOR,,16,5,,
TX,42,137,EDWARDS,S,23,5,SAN ANTONIO,
TX,42,139,ELLIS,,16,5,,
TX,42,141,ELPASO,E,28,5,EL PASO,
TX,42,143,BRATH,,16,5,,
TX,42,145,FALLS,,16,5,,
TX,42,147,FANNIN,,16,5,,
TX,42,149,FAYETTE,H,23,5,HOUSTON,
TX,42,151,FISHER,,16,5,,
TX,42,153,FLOYD,,16,5,,
TX,42,155,FOARD,,16,5,,
TX,42,157,FORT BEND,H,23,5,HOUSTON,
TX,42,159,FRANKLIN,,16,5,,
TX,42,161,FREESTONE,,16,5,,
TX,42,163,FRIO,S,23,5,SAN ANTONIO,
TX,42,165,GAINES,,16,5,,
TX,42,167,GALVESTON,H,23,5,HOUSTON,
TX,42,169,GARZA,,16,5,,
TX,42,171,GILLESPIE,S,23,5,SAN ANTONIO,
TX,42,173,GLASSCOCK,,16,5,,
TX,42,175,GOLIAD,H,23,5,HOUSTON,
TX,42,179,GRAY,,16,5,,
TX,42,181,GRAYSON,,16,5,,
TX,42,183,GREGG,,16,5,,
TX,42,185,GRIMES,H,23,5,HOUSTON,
TX,42,187,GUADALUPE,S,23,5,SAN ANTONIO,
TX,42,189,HALE,,16,5,,
TX,42,191,HALL,,16,5,,
TX,42,193,HAMILTON,,16,5,,
TX,42,195,HANSFORD,,16,5,,
TX,42,197,HARDEMAN,,16,5,,
TX,42,199,HARDIN,H,23,5,HOUSTON,
TX,42,201,HARRIS,H,23,5,HOUSTON,
TX,42,203,HARRISON,,16,5,,
TX,42,205,HARTLY,,16,5,,
TX,42,207,HAYS,S,16,5,,
TX,42,209,HASKELL,H,23,5,HOUSTON,
TX,42,211,HEMPHILL,,16,5,,
TX,42,213,HENDERSON,,16,5,,
TX,42,215,HIDALGO,H,23,5,HOUSTON,
TX,42,217,HILL,,16,5,,
TX,42,219,HOCKLEY,,16,5,,
TX,42,221,HOOD,,16,5,,
TX,42,223,HOPKINS,,16,5,,
TX,42,225,HOUSTON,,16,5,,
TX,42,227,HOWARD,,16,5,,
TX,42,229,HUDSPETH,,28,5,EL PASO,
TX,42,231,HUNT,,16,5,,
TX,42,233,HUTCHINSON,,16,5,,
TX,42,235,IRION,,16,5,,
TX,42,237,JACK,,16,5,,
TX,42,239,JACKSON,H,23,5,HOUSTON,
TX,42,241,JASPER,H,23,5,HOUSTON,
TX,42,243,JEFF DAVIS,,16,5,,
TX,42,245,JEFFERSON,H,23,5,HOUSTON,
TX,42,247,JIM HOGG,H,23,5,HOUSTON,
TX,42,249,JIM ELLS,H,23,5,HOUSTON,
TX,42,251,JOHNSON,,16,5,,
TX,42,253,JONES,,16,5,,
TX,42,255,KARNES,S,23,5,SAN ANTONIO,
TX,42,257,KAUFMAN,,16,5,,
TX,42,259,KENDALL,S,23,5,SAN ANTONIO,
TX,42,261,KENNEDY,H,23,5,HOUSTON,
TX,42,263,KENT,,16,5,,
TX,42,265,KERR,S,23,5,SAN ANTONIO,
TX,42,267,KIMBLE,,16,5,,
TX,42,269,KING,,16,5,,
TX,42,271,KINNEY,S,23,5,SAN ANTONIO,
TX,42,273,KLEBERS,H,23,5,HOUSTON,
TX,42,275,KNOX,,16,5,,
TX,42,277,LAMAR,,16,5,,
TX,42,279,LAMB,,16,5,,
TX,42,281,LAMPASAS,,16,5,,
TX,42,283,LA SALLE,,23,5,SAN ANTONIO,
TX,42,285,LAVACA,,23,5,HOUSTON,
TX,42,287,LEE,H,23,5,HOUSTON,
TX,42,289,LEON,,16,5,,
TX,42,291,LIBERTY,H,23,5,HOUSTON,
TX,42,293,LIMESTONE,,16,5,,
TX,42,295,LIPSCOMB,,16,5,,
TX,42,297,LIVE OAK,S,23,5,SAN ANTONIO,
TX,42,299,LLANO,,16,5,,
TX,42,301,LOVING,,16,5,,
TX,42,303,LUBBOCK,,16,5,,
TX,42,305,LYNN,,16,5,,
TX,42,307,MCCULLOCH,,16,5,,
TX,42,309,MCLENNAN,,16,5,,
TX,42,311,MCMULLEN,S,23,5,SAN ANTONIO,
TX,42,313,MADISON,,16,5,,
TX,42,315,MARION,,16,5,,
TX,42,317,MARTIN,,16,5,,
TX,42,319,MASON,,16,5,,
TX,42,321,MATAGORDA,H,23,5,HOUSTON,
TX,42,323,MAVERICK,S,23,5,SAN ANTONIO,
TX,42,325,MEDINA,S,23,5,SAN ANTONIO,
TX,42,327,MENARD,,16,5,,
TX,42,329,MIDLAND,,16,5,,
TX,42,331,MILAM,,16,5,,
TX,42,333,MILLA,,16,5,,
TX,42,335,MITCHELL,,16,5,,
TX,42,337,MONTAGUE,,16,5,,
TX,42,339,MONTGOMERY,H,23,5,,
TX,42,341,MOORE,,16,5,,
TX,42,343,MORRIS,,16,5,,
TX,42,345,MOTLEY,,16,5,,
TX,42,347,NACOGDOCHES,,16,5,,
TX,42,349,NAVARR,,16,5,,
TX,42,351,NEWTON,H,23,5,HOUSTON,
TX,42,353,NOLAN,,16,5,,
TX,42,355,NUECES,H,23,5,HOUSTON,
TX,42,357,OCHILTREE,,16,5,,
TX,42,359,OLDHAM,,16,5,,
TX,42,361,ORANGE,H,23,5,HOUSTON,
TX,42,363,PALO PINTO,,16,5,,
TX,42,365,PANOLA,,16,5,,
TX,42,367,PARKER,,16,5,,
TX,42,369,PARMER,,16,5,,
TX,42,371,PECOS,,16,5,,
TX,42,373,POLK,H,23,5,HOUSTON,
TX,42,375,POTTER,,16,5,,
TX,42,377,PRESIDIO,,16,5,,
TX,42,379,RAINS,,16,5,,
TX,42,381,RANDALL,,16,5,,
TX,42,383,REAGAN,,16,5,,
TX,42,385,REAL,S,23,5,SAN ANTONIO,
TX,42,387,RED RIVER,,16,5,,
TX,42,389,REEVES,,16,5,,
TX,42,391,REFUGIO,H,23,5,HOUSTON,
TX,42,393,ROBERTS,,16,5,,
TX,42,395,ROBERTSON,,16,5,,
TX,42,397,ROCKWALL,,16,5,,
TX,42,399,RUNNELS,,16,5,,
TX,42,401,RUSK,,16,5,,
TX,42,403,SABINE,,16,5,,
TX,42,405,SAN AUGUSTINE,,16,5,,
TX,42,407,SAN JACINTO,,23,5,,
TX,42,409,SAN PATRICIO,H,23,5,HOUSTON,
TX,42,411,SAN SABA,,16,5,,
TX,42,413,SCHLEICHER,,16,5,,
TX,42,415,SCURRY,,16,5,,
TX,42,417,SCHACKELFORD,,16,5,,
TX,42,419,SHELBY,,16,5,,
TX,42,421,SHERMAN,,16,5,,
TX,42,423,SMITH,,16,5,,
TX,42,425,SOMERVELL,,16,5,,
TX,42,427,STARR,H,23,5,HOUSTON,
TX,42,429,STEPHENS,,16,5,,
TX,42,431,STERLING,,16,5,,
TX,42,433,STONEWALL,,16,5,,
TX,42,435,SUTTON,,16,5,,
TX,42,437,SWISHER,,16,5,,
TX,42,439,TARRANT,,16,5,,
TX,42,441,TAYLOR,,16,5,,
TX,42,443,TERRELL,,16,5,,
TX,42,445,TERRY,,16,5,,
TX,42,447,THROCKMORTON,,16,5,,
TX,42,449,TITUS,,16,5,,
TX,42,451,TOM GREEN,,16,5,,
TX,42,453,TRAVIS,S,23,5,SAN ANTONIO,
TX,42,455,TRINITY,,16,5,,
TX,42,457,TYLER,H,23,5,HOUSTON,
TX,42,459,UPSHUR,,16,5,,
TX,42,461,UPTON,,16,5,,
TX,42,463,UVALDE,S,23,5,,
TX,42,465,VAL VERDE,S,23,5,,
TX,42,467,VAN ZANDT,,16,5,,
TX,42,469,VICTORIA,H,23,5,HOUSTON,
TX,42,471,WALKER,H,23,5,HOUSTON,
TX,42,473,WALLER,H,23,5,HOUSTON,
TX,42,475,WARD,,16,5,,
TX,42,477,WASHINGTON,H,23,5,HOUSTON,
TX,42,479,WEBB,S,23,5,SAN ANTONIO,
TX,42,481,WHARTON,H,23,5,HOUSTON,
TX,42,483,WHEELER,,16,5,,
TX,42,485,WICHITA,,16,5,,
TX,42,487,WILBARGER,,16,5,,
TX,42,489,WILLACY,H,23,5,HOUSTON,
TX,42,491,WILLIAMSON,,16,5,,
TX,42,493,WILSON,S,23,5,SAN ANTONIO,
TX,42,495,WINKLER,,16,5,,
TX,42,497,WISE,,16,5,,
TX,42,499,WOOD,,16,5,,
TX,42,501,YOAKUM,,16,5,,
TX,42,503,YOUNG,,16,5,,
TX,42,505,ZAPATA,H,23,5,HOUSTON,
TX,42,507,ZAVALA,S,23,5,SAN ANTONIO,
UT,43,1,BEAVER,,27,5,,
UT,43,3,BOX ELDER,,27,5,,
UT,43,5,CACHE,,27,5,,
UT,43,7,CARBON,,27,5,,
UT,43,9,DAGGETT,,27,5,,
UT,43,11,DAVIS,,27,5,,
UT,43,13,DUCHESNE,,27,5,,
UT,43,15,EMERY,,27,5,,
UT,43,17,GARFIELD,,27,5,,
UT,43,19,GRAND,,27,5,,
UT,43,21,IRON,,27,5,,
UT,43,23,JUAB,,27,5,,
UT,43,25,KANE,,27,5,,
UT,43,27,MILLARD,,27,5,,
UT,43,29,MORGAN,,27,5,,
UT,43,31,PIUTE,,27,5,,
UT,43,33,RICH,,27,5,,
UT,43,35,SALT LAKE,,27,5,,
UT,43,37,SANJUAN,,27,5,,
UT,43,39,SANPETE,,27,5,,
UT,43,41,SEVIER,,27,5,,
UT,43,43,SUMMIT,,27,5,,
UT,43,45,TOOELE,,27,5,,
UT,43,47,UINTAH,,27,5,,
UT,43,49,UTAH,,27,5,,
UT,43,51,WASATCH,,27,5,,
UT,43,53,WASHINGTON,,27,5,,
UT,43,55,WAYNE,,27,5,,
UT,43,57,WEBER,,27,5,,
VT,44,1,ADDISON,,1,1,,
VT,44,3,BENNINGTON,,1,1,,
VT,44,5,CALEDONIA,,1,1,,
VT,44,7,CHITTENDEN,,1,1,,
VT,44,9,ESSEX,,1,1,,
VT,44,11,FRANKLIN,,1,1,,
VT,44,13,GRAND ISLE,,1,1,,
VT,44,15,LAMOILLE,,1,1,,
VT,44,17,ORANGE,,1,1,,
VT,44,19,ORLEANS,,1,1,,
VT,44,21,RUTLAND,,1,1,,
VT,44,23,WASHINGTON,,1,1,,
VT,44,25,WlNDHAM,,1,1,,
VT,44,27,WINDSOR,,1,1,,
VA,45,1,ACCOMACK,,5,4,,
VA,45,3,ALBEMARLE,,5,4,,
VA,45,5,ALLEGHANY,,5,4,,
VA,45,7,AMELIA,,5,4,,
VA,45,9,AMHERSl,,5,4,,
VA,45,11,APPOMATTOX,,5,4,,
VA,45,13,ARLINGTON,,5,4,,
VA,45,15,AUGUSTA,,5,4,,
VA,45,17,BATH,,5,4,,
VA,45,19,BEDFORD,,5,4,,
VA,45,21,BLAND,,5,4,,
VA,45,23,BOTETOURT,,5,4,,
VA,45,25,BRUNSWICK,,5,4,,
VA,45,27,BUCHANAN,,5,4,,
VA,45,29,BUCKINGHAM,,5,4,,
VA,45,31,CAMPBELL,,5,4,,
VA,45,33,CAROLINE,,5,4,,
VA,45,35,CARROLL,,5,4,,
VA,45,37,CHARLOTTE,,5,4,,
VA,45,39,CHARLES CITY,,5,4,,
VA,45,41,CHESTERFIELD,,5,4,,
VA,45,43,CLARKE,,5,4,,
VA,45,45,CRAIG,,5,4,,
VA,45,47,CULPEPER,,5,4,,
VA,45,49,CUMBERLAND,,5,4,,
VA,45,51,DICKENSON,,5,4,,
VA,45,53,DINWIDDIE,,5,4,,
VA,45,57,ESSEX,,5,4,,
VA,45,59,FAIRFAX,,5,4,,
VA,45,61,FAUQUIER,,5,4,,
VA,45,63,FLOYD,,5,4,,
VA,45,65,FLUVANNA,,5,4,,
VA,45,67,FRANKLIN,,5,4,,
VA,45,69,FREDERICK,,5,4,,
VA,45,71,GILES,,5,4,,
VA,45,73,GLOUCESTER,,5,4,,
VA,45,75,GOOCHLAND,,5,4,,
VA,45,77,GRAYSON,,5,4,,
VA,45,79,GREENE,,5,4,,
VA,45,81,GREENSVILLE,,5,4,,
VA,45,83,HALIFAX,,5,4,,
VA,45,85,HANOVER,,5,4,,
VA,45,87,HENRICO,,5,4,,
VA,45,89,HENRY,,5,4,,
VA,45,91,HIGHLAND,,5,4,,
VA,45,93,ISLE OF WIGHT,,5,4,,
VA,45,95,JAMES CITY,,5,4,,
VA,45,97,KING AND QUEEN,,5,4,,
VA,45,99,KING GEORGE,,5,4,,
VA,45,101,KING WILLIAM,,5,4,,
VA,45,103,LANCASTER,,5,4,,
VA,45,105,LEE,,5,4,,
VA,45,107,LOUDOUN,,5,4,WASHINGTON DC,
VA,45,109,LOUISA,,5,4,,
VA,45,111,LUNENBURG,,5,4,,
VA,45,113,MADISON,,5,4,,
VA,45,115,MATHEWS,,5,4,,
VA,45,117,MECKLENBURG,,5,4,,
VA,45,121,MONTGOMERY,,5,4,,
VA,45,123,NANSEMOND,,5,4,,
VA,45,125,NELSON,,5,4,,
VA,45,127,NEW KENT,,5,4,,
VA,45,131,NORTHAMPTON,,5,4,,
VA,45,133,NORTHUMBERLAND,,5,4,,
VA,45,135,NOTTOWAY,,5,4,,
VA,45,137,ORANGE,,5,4,,
VA,45,139,PAGE,,5,4,,
VA,45,141,PATRICK,,5,4,,
VA,45,143,PITTSYLVANIA,,5,4,,
VA,45,145,POWHATAN,,5,4,,
VA,45,147,PRINCE EDWARD,,5,4,,
VA,45,149,PRINCE GEORGE,,5,4,,
VA,45,153,PRINCE WILLIAM,,5,4,,
VA,45,155,PULASKI,,5,4,,
VA,45,157,RAPPAHANNOCK,,5,4,,
VA,45,159,RICHMOND,,5,4,,
VA,45,161,ROANOK,,5,4,,
VA,45,163,ROCKBRIDGE,,5,4,,
VA,45,165,ROCKINGHAM,,5,4,,
VA,45,167,RUSSELL,,5,4,,
VA,45,169,SCOTT,,5,4,,
VA,45,171,SHENANDOAH,,5,4,,
VA,45,173,SMYTH,,5,4,,
VA,45,175,SOUTHAMPTON,,5,4,,
VA,45,177,SPOTSYLVANIA,,5,4,,
VA,45,179,STAFFORD,,5,4,,
VA,45,181,SURRY,,5,4,,
VA,45,183,SUSSEX,,5,4,,
VA,45,185,TAZEWEEL,,5,4,,
VA,45,187,WARREN,,5,4,,
VA,45,191,WASHINGTON,,5,4,,
VA,45,193,WESTMORELAND,,5,4,,
VA,45,195,WISE,,5,4,,
VA,45,197,WYTHE,,5,4,,
VA,45,199,YORK,,5,4,,
VA,45,510,ALEXANDRIA,D,5,4,WASHINGTON DC,
VA,45,515,BEDFORD,,5,4,,
VA,45,520,BRISTOL,,5,4,,
VA,45,530,BUENA VISTA,,5,4,,
VA,45,540,CHARLOTTESVILLE,,5,4,,
VA,45,550,CHESAPEAKE,,5,4,,
VA,45,560,CLIFTON FORGE,,5,4,,
VA,45,570,COLONIAL HEIGHTS,,5,4,,
VA,45,580,COVINGTON,,5,4,,
VA,45,590,DANVILLE,,5,4,,
VA,45,595,EMPORIA,,5,4,,
VA,45,600,FAIRFAX,,5,4,,
VA,45,610,FALLS CHURCH,,5,4,,
VA,45,620,FRANKLIN,,5,4,,
VA,45,630,FREDERICKSBURG,,5,4,,
VA,45,640,GALAX,,5,4,,
VA,45,650,HAMPTON,,5,4,,
VA,45,660,HARRISONBURG,,5,4,,
VA,45,670,HOPEWELL,,5,4,,
VA,45,678,LEXINGTON,,5,4,,
VA,45,680,LYNCHBURG,,5,4,,
VA,45,683,MANASSAS,,5,4,,
VA,45,690,MARTINSVILLE,,5,4,,
VA,45,700,NEWPORTNEWS,,5,4,,
VA,45,710,NORFOLK,,5,4,,
VA,45,720,NORTON,,5,4,,
VA,45,730,PETERSEURG,,5,4,,
VA,45,740,PORTSMOUTH,,5,4,,
VA,45,750,RADFORD,,5,4,,
VA,45,760,RICHMOND,,5,4,,
VA,45,770,ROANOKE,,5,4,,
VA,45,775,SALEM,,5,4,,
VA,45,780,SOUTH BOSTON,,5,4,,
VA,45,790,STAUNTON,,5,4,,
VA,45,800,SUFFOLK,,5,4,,
VA,45,810,VIRGINIA BEACH,,5,4,,
VA,45,820,WAYNESBORO,,5,4,,
VA,45,830,WILLIAMSBURG,,5,4,,
VA,45,840,WINCHESTER,,5,4,,
WA,46,1,ADAMS,,19,6,,
WA,46,3,ASOTIN,,19,6,,
WA,46,5,BENTON,,19,6,,
WA,46,7,CHELAN,,19,6,,
WA,46,9,CLALLAM,,19,6,,
WA,46,11,CLARK,,36,6,,
WA,46,13,COLUMBIA,,19,6,,
WA,46,15,COWLITZ,,19,6,,
WA,46,17,DOUGLAS,,19,6,,
WA,46,19,FERRY,,19,6,,
WA,46,21,FRANKLIN,,19,6,,
WA,46,23,GARFIELD,,19,6,,
WA,46,25,GRANT,,19,6,,
WA,46,27,GRAYS HARBOR,,19,6,,
WA,46,29,ISLAND,,19,6,,
WA,46,31,JEFFERSON,,19,6,,
WA,46,33,KING,,19,6,,
WA,46,35,KITSAP,,19,6,,
WA,46,37,KITTITAS,,19,6,,
WA,46,39,KLICKITAT,,19,6,,
WA,46,41,LEWIS,,19,6,,
WA,46,43,LINCOLN,,19,6,,
WA,46,45,MASON,,19,6,,
WA,46,47,OLANOGAN,,19,6,,
WA,46,49,PACIFIC,,19,6,,
WA,46,51,PEND OREILLE,,19,6,,
WA,46,53,PIERCE,,19,6,,
WA,46,55,SANJUAN,,19,6,,
WA,46,57,SKAGIT,,19,6,,
WA,46,59,SKAMANIA,,19,6,,
WA,46,61,SNOHOMISH,,19,6,,
WA,46,63,SPOKANE,,19,6,,
WA,46,65,STEVENS,,19,6,,
WA,46,67,THURSTON,,19,6,,
WA,46,69,WAHKIAKUM,,19,6,,
WA,46,71,WALLA WALLA,,19,6,,
WA,46,73,WHATCOM,,19,6,,
WA,46,75,WHITMAN,,19,6,,
WA,46,77,YAKIMA,,19,6,,
WV,47,1,BARBOUR,,6,2,,
WV,47,3,BERKELEY,,5,4,,
WV,47,5,BOONE,,9,2,,
WV,47,7,BRAXTON,,9,2,,
WV,47,9,BROOKE,,6,2,,
WV,47,11,CABELL,,9,2,,
WV,47,13,CALHOUN,,9,2,,
WV,47,15,CLAY,,9,2,,
WV,47,17,DODRlDGE,,6,2,,
WV,47,19,FAYETIE,,9,2,,
WV,47,21,GILMER,,9,2,,
WV,47,23,GRANT,,5,4,,
WV,47,25,GREENBRIER,,9,2,,
WV,47,27,HAMPSHIRE,,5,4,,
WV,47,29,HANCOCK,,6,2,,
WV,47,31,HARDY,,5,4,,
WV,47,33,HARRlSON,,6,2,,
WV,47,35,JACKSON,,9,2,,
WV,47,37,JEFFERSON,,5,4,,
WV,47,39,KANAWHA,,9,2,,
WV,47,41,LEWIS,,6,2,,
WV,47,43,LINCOLN,,9,2,,
WV,47,45,LOGAN,,9,2,,
WV,47,47,MCDOWELL,,9,2,,
WV,47,49,MARlON,,6,2,,
WV,47,51,MARSHALL,,6,2,,
WV,47,53,MASON,,9,2,,
WV,47,55,MERCER,,9,2,,
WV,47,57,MINERAL,,5,4,,
WV,47,59,MINGO,,9,2,,
WV,47,61,MONONGALIA,,6,2,,
WV,47,63,MONROE,,9,2,,
WV,47,65,MORGAN,,5,4,,
WV,47,67,NICHOLAS,,9,2,,
WV,47,71,PENDLETON,,5,4,,
WV,47,73,PLEASANTS,,9,2,,
WV,47,75,POCAHONTAS,,6,2,,
WV,47,77,PRESTON,,6,2,,
WV,47,79,PUTNAM,,9,2,,
WV,47,81,RALEIGH,,9,2,,
WV,47,83,RANDOLPH,,6,2,,
WV,47,85,RITCHIE,,9,2,,
WV,47,87,ROANE,,9,2,,
WV,47,89,SUMMERS,,9,2,,
WV,47,91,TAYLOR,,6,2,,
WV,47,93,TUCKER,,6,2,,
WV,47,95,TYLER,,9,2,,
WV,47,97,UPSHUR,,6,2,,
WV,47,99,WAYNE,,9,2,,
WV,47,101,WEBSTER,,6,2,,
WV,47,103,WETZEL,,6,2,,
WV,47,105,WlRT,,9,2,,
WV,47,107,WOOD,,9,2,,
WV,47,109,WYOMING,,9,2,,
WI,48,1,ADAMS,,30,3,,
WI,48,3,ASHLAND,,18,5,,
WI,48,5,BARROW,,18,5,,
WI,48,7,BAYFIELD,,18,5,,
WI,48,9,BROWN,,30,3,,
WI,48,11,BUFFALO,,18,5,,
WI,48,13,BURNETI,,18,5,,
WI,48,15,CALUMET,,30,3,,
WI,48,17,CHIPPEWA,,30,3,,
WI,48,19,CLARK,,18,5,,
WI,48,21,COLULMBlA,,30,3,,
WI,48,23,CRAWFORD,,30,3,,
WI,48,25,DANE,,30,3,,
WI,48,27,DODGE,,30,3,,
WI,48,29,DOOR,,30,3,,
WI,48,31,DOUGLAS,,18,5,,
WI,48,33,DUNN,,18,5,,
WI,48,35,EAU CLAIRE,,18,5,,
WI,48,37,FLORENCE,,30,3,,
WI,48,39,FONDDULAC,,30,3,,
WI,48,41,FOREST,,30,3,,
WI,48,43,GRANT,,30,3,,
WI,48,45,GREEN,,30,3,,
WI,48,47,GREEN LAKE,,30,3,,
WI,48,49,IOWA,,30,3,,
WI,48,51,IRON,,18,5,,
WI,48,53,JACKSON,,18,5,,
WI,48,55,JEFFERSON,,30,3,,
WI,48,57,JUNEAU,,30,3,,
WI,48,59,KENDSHA,,30,3,,
WI,48,61,KEWAUNEE,,30,3,,
WI,48,63,LA CROSSE,,30,3,,
WI,48,65,LAFAYETTE,,30,3,,
WI,48,67,LANGLADE,,30,3,,
WI,48,69,LINCOLN,,30,3,,
WI,48,71,MANITOWOC,,30,3,,
WI,48,73,MARATHON,,30,3,,
WI,48,75,MARINETTE,,30,3,,
WI,48,77,MARQUETTE,,30,3,,
WI,48,78,MENOMINEE,,30,3,,
WI,48,79,MILWAUKEE,,30,3,,
WI,48,81,MONROE,,30,3,,
WI,48,83,OCONTO,,30,3,,
WI,48,85,ONEIDA,,30,3,,
